"country","month","newcase"
"Tanzania","2020-05",29
"Tanzania","2020-06",0
"Tanzania","2020-07",0
"Tanzania","2020-08",0
"Tanzania","2020-09",0
"Tanzania","2020-10",0
"Tanzania","2020-11",0
"Tanzania","2020-12",0
"Tanzania","2021-01",0
"Tanzania","2021-02",0
"Tanzania","2021-03",0
"Tanzania","2021-04",0
"Tanzania","2021-05",0
"Tanzania","2021-06",0
"Tanzania","2021-07",0
"Thailand","2020-01",15
"Thailand","2020-02",23
"Thailand","2020-03",1609
"Thailand","2020-04",1303
"Thailand","2020-05",127
"Thailand","2020-06",90
"Thailand","2020-07",139
"Thailand","2020-08",102
"Thailand","2020-09",157
"Thailand","2020-10",215
"Thailand","2020-11",224
"Thailand","2020-12",3155
"Thailand","2021-01",12455
"Thailand","2021-02",6413
"Thailand","2021-03",2832
"Thailand","2021-04",36290
"Thailand","2021-05",94639
"Thailand","2021-06",99509
"Thailand","2021-07",267527
"Timor","2020-03",1
"Timor","2020-04",23
"Timor","2020-05",0
"Timor","2020-06",0
"Timor","2020-07",0
"Timor","2020-08",3
"Timor","2020-09",1
"Timor","2020-10",2
"Timor","2020-11",0
"Timor","2020-12",14
"Timor","2021-01",26
"Timor","2021-02",43
"Timor","2021-03",491
"Timor","2021-04",1672
"Timor","2021-05",4718
"Timor","2021-06",2228
"Timor","2021-07",1165
"Togo","2020-03",34
"Togo","2020-04",82
"Togo","2020-05",326
"Togo","2020-06",208
"Togo","2020-07",291
"Togo","2020-08",459
"Togo","2020-09",384
"Togo","2020-10",547
"Togo","2020-11",643
"Togo","2020-12",659
"Togo","2021-01",1441
"Togo","2021-02",1827
"Togo","2021-03",3348
"Togo","2021-04",2718
"Togo","2021-05",499
"Togo","2021-06",451
"Togo","2021-07",1375
"Trinidad and Tobago","2020-03",87
"Trinidad and Tobago","2020-04",29
"Trinidad and Tobago","2020-05",1
"Trinidad and Tobago","2020-06",13
"Trinidad and Tobago","2020-07",39
"Trinidad and Tobago","2020-08",1590
"Trinidad and Tobago","2020-09",2772
"Trinidad and Tobago","2020-10",1161
"Trinidad and Tobago","2020-11",977
"Trinidad and Tobago","2020-12",481
"Trinidad and Tobago","2021-01",414
"Trinidad and Tobago","2021-02",149
"Trinidad and Tobago","2021-03",313
"Trinidad and Tobago","2021-04",2798
"Trinidad and Tobago","2021-05",13085
"Trinidad and Tobago","2021-06",8884
"Trinidad and Tobago","2021-07",4978
"Tunisia","2020-03",394
"Tunisia","2020-04",600
"Tunisia","2020-05",83
"Tunisia","2020-06",97
"Tunisia","2020-07",361
"Tunisia","2020-08",2268
"Tunisia","2020-09",14610
"Tunisia","2020-10",41400
"Tunisia","2020-11",36956
"Tunisia","2020-12",42371
"Tunisia","2021-01",69745
"Tunisia","2021-02",24392
"Tunisia","2021-03",20741
"Tunisia","2021-04",55101
"Tunisia","2021-05",36355
"Tunisia","2021-06",74629
"Tunisia","2021-07",154899
"Turkey","2020-03",13531
"Turkey","2020-04",106673
"Turkey","2020-05",43738
"Turkey","2020-06",35964
"Turkey","2020-07",30967
"Turkey","2020-08",39260
"Turkey","2020-09",48530
"Turkey","2020-10",56704
"Turkey","2020-11",263480
"Turkey","2020-12",746580
"Turkey","2021-01",268811
"Turkey","2021-02",224125
"Turkey","2021-03",615594
"Turkey","2021-04",1503409
"Turkey","2021-05",428813
"Turkey","2021-06",176248
"Turkey","2021-07",212526
"Uganda","2020-03",44
"Uganda","2020-04",39
"Uganda","2020-05",334
"Uganda","2020-06",472
"Uganda","2020-07",265
"Uganda","2020-08",1818
"Uganda","2020-09",5157
"Uganda","2020-10",4366
"Uganda","2020-11",7964
"Uganda","2020-12",14757
"Uganda","2021-01",4363
"Uganda","2021-02",778
"Uganda","2021-03",510
"Uganda","2021-04",999
"Uganda","2021-05",5281
"Uganda","2021-06",32830
"Uganda","2021-07",12818
"Ukraine","2020-03",645
"Ukraine","2020-04",9761
"Ukraine","2020-05",13266
"Ukraine","2020-06",21582
"Ukraine","2020-07",26150
"Ukraine","2020-08",52728
"Ukraine","2020-09",90314
"Ukraine","2020-10",184884
"Ukraine","2020-11",353013
"Ukraine","2020-12",334654
"Ukraine","2021-01",174549
"Ukraine","2021-02",133982
"Ukraine","2021-03",329501
"Ukraine","2021-04",399041
"Ukraine","2021-05",136829
"Ukraine","2021-06",39202
"Ukraine","2021-07",27676
"United Arab Emirates","2020-01",4
"United Arab Emirates","2020-02",17
"United Arab Emirates","2020-03",643
"United Arab Emirates","2020-04",11817
"United Arab Emirates","2020-05",22076
"United Arab Emirates","2020-06",14110
"United Arab Emirates","2020-07",11839
"United Arab Emirates","2020-08",9725
"United Arab Emirates","2020-09",23959
"United Arab Emirates","2020-10",38439
"United Arab Emirates","2020-11",36231
"United Arab Emirates","2020-12",38962
"United Arab Emirates","2021-01",95787
"United Arab Emirates","2021-02",87915
"United Arab Emirates","2021-03",69920
"United Arab Emirates","2021-04",58792
"United Arab Emirates","2021-05",50600
"United Arab Emirates","2021-06",62071
"United Arab Emirates","2021-07",41817
"United Kingdom","2020-01",2
"United Kingdom","2020-02",59
"United Kingdom","2020-03",38754
"United Kingdom","2020-04",139956
"United Kingdom","2020-05",78768
"United Kingdom","2020-06",27677
"United Kingdom","2020-07",19577
"United Kingdom","2020-08",33290
"United Kingdom","2020-09",117765
"United Kingdom","2020-10",558947
"United Kingdom","2020-11",618941
"United Kingdom","2020-12",862499
"United Kingdom","2021-01",1331952
"United Kingdom","2021-02",360640
"United Kingdom","2021-03",171155
"United Kingdom","2021-04",72264
"United Kingdom","2021-05",70985
"United Kingdom","2021-06",314067
"United Kingdom","2021-07",954434
"United States","2020-01",7
"United States","2020-02",17
"United States","2020-03",192276
"United States","2020-04",888804
"United States","2020-05",717688
"United States","2020-06",843440
"United States","2020-07",1925231
"United States","2020-08",1459482
"United States","2020-09",1208552
"United States","2020-10",1930288
"United States","2020-11",4504912
"United States","2020-12",6429546
"United States","2021-01",6149098
"United States","2021-02",2402096
"United States","2021-03",1813678
"United States","2021-04",1885745
"United States","2021-05",916731
"United States","2021-06",397378
"United States","2021-07",938949
"Uruguay","2020-03",338
"Uruguay","2020-04",305
"Uruguay","2020-05",180
"Uruguay","2020-06",113
"Uruguay","2020-07",328
"Uruguay","2020-08",331
"Uruguay","2020-09",451
"Uruguay","2020-10",1078
"Uruguay","2020-11",2733
"Uruguay","2020-12",13262
"Uruguay","2021-01",22619
"Uruguay","2021-02",16256
"Uruguay","2021-03",47555
"Uruguay","2021-04",92879
"Uruguay","2021-05",96075
"Uruguay","2021-06",74847
"Uruguay","2021-07",11443
"Uzbekistan","2020-03",172
"Uzbekistan","2020-04",1867
"Uzbekistan","2020-05",1584
"Uzbekistan","2020-06",4880
"Uzbekistan","2020-07",15506
"Uzbekistan","2020-08",17884
"Uzbekistan","2020-09",14824
"Uzbekistan","2020-10",10215
"Uzbekistan","2020-11",6162
"Uzbekistan","2020-12",3966
"Uzbekistan","2021-01",1651
"Uzbekistan","2021-02",1215
"Uzbekistan","2021-03",2943
"Uzbekistan","2021-04",7939
"Uzbekistan","2021-05",9527
"Uzbekistan","2021-06",10342
"Uzbekistan","2021-07",15107
"Vanuatu","2020-11",1
"Vanuatu","2020-12",0
"Vanuatu","2021-01",0
"Vanuatu","2021-02",0
"Vanuatu","2021-03",2
"Vanuatu","2021-04",1
"Vanuatu","2021-05",0
"Vanuatu","2021-06",0
"Vanuatu","2021-07",0
"Vatican","2020-03",6
"Vatican","2020-04",5
"Vatican","2020-05",1
"Vatican","2020-06",0
"Vatican","2020-07",0
"Vatican","2020-08",0
"Vatican","2020-09",0
"Vatican","2020-10",15
"Vatican","2020-11",0
"Vatican","2020-12",0
"Vatican","2021-01",0
"Vatican","2021-02",0
"Vatican","2021-03",0
"Vatican","2021-04",0
"Vatican","2021-05",0
"Vatican","2021-06",0
"Vatican","2021-07",0
"Venezuela","2020-03",135
"Venezuela","2020-04",198
"Venezuela","2020-05",1177
"Venezuela","2020-06",4322
"Venezuela","2020-07",12742
"Venezuela","2020-08",28154
"Venezuela","2020-09",28394
"Venezuela","2020-10",16891
"Venezuela","2020-11",10381
"Venezuela","2020-12",11164
"Venezuela","2021-01",13369
"Venezuela","2021-02",12189
"Venezuela","2021-03",21381
"Venezuela","2021-04",37186
"Venezuela","2021-05",36482
"Venezuela","2021-06",38547
"Venezuela","2021-07",29267
"Vietnam","2020-01",2
"Vietnam","2020-02",14
"Vietnam","2020-03",196
"Vietnam","2020-04",58
"Vietnam","2020-05",58
"Vietnam","2020-06",27
"Vietnam","2020-07",203
"Vietnam","2020-08",486
"Vietnam","2020-09",50
"Vietnam","2020-10",86
"Vietnam","2020-11",167
"Vietnam","2020-12",118
"Vietnam","2021-01",352
"Vietnam","2021-02",631
"Vietnam","2021-03",155
"Vietnam","2021-04",325
"Vietnam","2021-05",4504
"Vietnam","2021-06",9620
"Vietnam","2021-07",100069
"World","2020-01",9370
"World","2020-02",76087
"World","2020-03",790499
"World","2020-04",2405681
"World","2020-05",2906074
"World","2020-06",4269652
"World","2020-07",7146907
"World","2020-08",7904244
"World","2020-09",8504362
"World","2020-10",12129873
"World","2020-11",17268936
"World","2020-12",19348070
"World","2021-01",19446155
"World","2021-02",11152296
"World","2021-03",14719299
"World","2021-04",22503021
"World","2021-05",19676337
"World","2021-06",11470896
"World","2021-07",13126822
"Yemen","2020-04",6
"Yemen","2020-05",317
"Yemen","2020-06",835
"Yemen","2020-07",570
"Yemen","2020-08",230
"Yemen","2020-09",76
"Yemen","2020-10",29
"Yemen","2020-11",14
"Yemen","2020-12",22
"Yemen","2021-01",22
"Yemen","2021-02",164
"Yemen","2021-03",2072
"Yemen","2021-04",1960
"Yemen","2021-05",425
"Yemen","2021-06",178
"Yemen","2021-07",102
"Zambia","2020-03",35
"Zambia","2020-04",71
"Zambia","2020-05",951
"Zambia","2020-06",537
"Zambia","2020-07",4369
"Zambia","2020-08",6134
"Zambia","2020-09",2662
"Zambia","2020-10",1673
"Zambia","2020-11",1215
"Zambia","2020-12",3078
"Zambia","2021-01",33492
"Zambia","2021-02",24317
"Zambia","2021-03",9884
"Zambia","2021-04",3168
"Zambia","2021-05",3677
"Zambia","2021-06",59685
"Zambia","2021-07",38008
"Zimbabwe","2020-03",8
"Zimbabwe","2020-04",32
"Zimbabwe","2020-05",138
"Zimbabwe","2020-06",413
"Zimbabwe","2020-07",2578
"Zimbabwe","2020-08",3328
"Zimbabwe","2020-09",1341
"Zimbabwe","2020-10",529
"Zimbabwe","2020-11",1583
"Zimbabwe","2020-12",3917
"Zimbabwe","2021-01",19521
"Zimbabwe","2021-02",2701
"Zimbabwe","2021-03",793
"Zimbabwe","2021-04",1375
"Zimbabwe","2021-05",704
"Zimbabwe","2021-06",10903
"Zimbabwe","2021-07",51847
