"LOCATION","Country","VAR","Variable","EDI","Edition","Frequency","Time","Unit","Value"
"GBR","United Kingdom",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2017","National currency",-1.6633e+10
"GBR","United Kingdom",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2017","National currency",-2.0612e+10
"GBR","United Kingdom",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2017","National currency",-1.7571e+10
"GBR","United Kingdom",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2017","National currency",-1.749e+10
"GBR","United Kingdom",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2018","National currency",-1.8172e+10
"GBR","United Kingdom",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2018","National currency",-2.3479e+10
"GBR","United Kingdom",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2018","National currency",-2.3206e+10
"GBR","United Kingdom",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2018","National currency",-2.76e+10
"GBR","United Kingdom",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2019","National currency",-3.3082e+10
"GBR","United Kingdom",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2019","National currency",-2.52e+10
"USA","United States",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2015","National currency",-1.02141e+11
"USA","United States",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2015","National currency",-9.8045e+10
"USA","United States",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2015","National currency",-1.09188e+11
"USA","United States",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2015","National currency",-9.839e+10
"USA","United States",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2016","National currency",-1.12435e+11
"USA","United States",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2016","National currency",-1.03316e+11
"USA","United States",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2016","National currency",-1.06792e+11
"USA","United States",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2016","National currency",-1.05806e+11
"USA","United States",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2017","National currency",-1.04295e+11
"USA","United States",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2017","National currency",-1.22874e+11
"USA","United States",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2017","National currency",-9.9708e+10
"USA","United States",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2017","National currency",-1.12769e+11
"USA","United States",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2018","National currency",-1.14001e+11
"USA","United States",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2018","National currency",-1.07311e+11
"USA","United States",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2018","National currency",-1.25739e+11
"USA","United States",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2018","National currency",-1.43927e+11
"USA","United States",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2019","National currency",-1.36194e+11
"USA","United States",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2019","National currency",-1.28188e+11
"BRA","Brazil",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2015","National currency",-22597786473
"BRA","Brazil",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2015","National currency",-15470638419
"BRA","Brazil",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2015","National currency",-10265900952
"BRA","Brazil",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2015","National currency",-6137915379
"BRA","Brazil",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2016","National currency",-5120101749
"BRA","Brazil",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2016","National currency",-5186714248
"BRA","Brazil",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2016","National currency",-5572914848
"BRA","Brazil",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2016","National currency",-8129382555
"BRA","Brazil",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2017","National currency",355284764
"BRA","Brazil",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2017","National currency",270590975
"BRA","Brazil",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2017","National currency",-2502763998
"BRA","Brazil",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2017","National currency",-5358079231
"BRA","Brazil",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2018","National currency",-3920510266
"BRA","Brazil",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2018","National currency",-4006523724
"BRA","Brazil",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2018","National currency",-5129564208
"BRA","Brazil",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2018","National currency",-1454351840
"BRA","Brazil",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2019","National currency",-3843349268
"BRA","Brazil",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2019","National currency",-7452934113
"CHL","Chile",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2015","National currency",-853543095
"CHL","Chile",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2015","National currency",-1035628322
"CHL","Chile",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2015","National currency",-2031951584
"CHL","Chile",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2015","National currency",-1726348488
"CHL","Chile",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2016","National currency",-1312808011
"CHL","Chile",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2016","National currency",-986571306
"CHL","Chile",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2016","National currency",-1354385774
"CHL","Chile",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2016","National currency",-306270641
"CHL","Chile",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2017","National currency",-2295000545
"CHL","Chile",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2017","National currency",-1730744366
"CHL","Chile",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2017","National currency",-913644071
"CHL","Chile",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2017","National currency",-1025134772
"CHL","Chile",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2018","National currency",-1281877178
"CHL","Chile",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2018","National currency",-2335848238
"CHL","Chile",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2018","National currency",-2430576225
"CHL","Chile",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2018","National currency",-3108959004
"CHL","Chile",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2019","National currency",-1915200271
"CHL","Chile",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2019","National currency",-2576128934
"CHL","Chile",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2019","National currency",-2487361469
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2015","National currency",621795709447
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2015","National currency",526182431527
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2015","National currency",347306643350
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2015","National currency",399740442006
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2016","National currency",559480193207
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2016","National currency",426582452256
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2016","National currency",340693066122
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2016","National currency",8443278585
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2017","National currency",269313758579
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2017","National currency",459459941387
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2017","National currency",309994153891
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2017","National currency",273240762293
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2018","National currency",77952495317
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2018","National currency",59996471014
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2018","National currency",89470010488
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2018","National currency",125280240861
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2019","National currency",497356782700
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2019","National currency",300702574198
"EST","Estonia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2015","National currency",53875355
"EST","Estonia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2015","National currency",193629386
"EST","Estonia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2015","National currency",95308428
"EST","Estonia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2015","National currency",62641976
"EST","Estonia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2016","National currency",-3782476
"EST","Estonia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2016","National currency",110738148
"EST","Estonia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2016","National currency",205685323
"EST","Estonia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2016","National currency",86457956
"EST","Estonia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2017","National currency",271377392
"EST","Estonia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2017","National currency",87446594
"EST","Estonia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2017","National currency",168228595
"EST","Estonia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2017","National currency",186248393
"EST","Estonia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2018","National currency",287916651
"EST","Estonia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2018","National currency",217358875
"EST","Estonia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2018","National currency",-1072434
"EST","Estonia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2018","National currency",114958673
"EST","Estonia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2019","National currency",205491168
"EST","Estonia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2019","National currency",56709219
"IND","India",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2015","National currency",-219442084089
"IND","India",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2015","National currency",-397596687569
"IND","India",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2015","National currency",-465997315855
"IND","India",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2015","National currency",-371761769127
"IND","India",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2016","National currency",-182713051318
"IND","India",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2016","National currency",-46831705521
"IND","India",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2016","National currency",-138145052680
"IND","India",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2016","National currency",-447301641191
"IND","India",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2017","National currency",-438990089555
"IND","India",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2017","National currency",-917078142145
"IND","India",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2017","National currency",-345398410437
"IND","India",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2017","National currency",-767801245062
"IND","India",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2018","National currency",-1122857732383
"IND","India",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2018","National currency",-1023728941140
"IND","India",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2018","National currency",-1236760192826
"IND","India",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2018","National currency",-1126957714151
"IND","India",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2019","National currency",-733614067970
"IND","India",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2019","National currency",-875915517598
"IDN","Indonesia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2015","National currency",-4781227718
"IDN","Indonesia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2015","National currency",-4198654657
"IDN","Indonesia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2015","National currency",-3760019916
"IDN","Indonesia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2015","National currency",-4778847708
"IDN","Indonesia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2016","National currency",-5370647988
"IDN","Indonesia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2016","National currency",-4869263803
"IDN","Indonesia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2016","National currency",-3747821406
"IDN","Indonesia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2016","National currency",-2964516803
"IDN","Indonesia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2017","National currency",-3892276678
"IDN","Indonesia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2017","National currency",-3123082837
"IDN","Indonesia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2017","National currency",-3636762947
"IDN","Indonesia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2017","National currency",-5543477539
"IDN","Indonesia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2018","National currency",-6419377037
"IDN","Indonesia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2018","National currency",-6524835980
"IDN","Indonesia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2018","National currency",-9491333328
"IDN","Indonesia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2018","National currency",-8048403655
"IDN","Indonesia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2019","National currency",-7197093992
"IDN","Indonesia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2019","National currency",-6857111566
"IDN","Indonesia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2019","National currency",-8155125863
"ISR","Israel",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2015","National currency",2956600000
"ISR","Israel",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2015","National currency",4158300000
"ISR","Israel",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2015","National currency",4412600000
"ISR","Israel",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2015","National currency",3.499e+09
"ISR","Israel",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2016","National currency",2785800000
"ISR","Israel",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2016","National currency",3148500000
"ISR","Israel",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2016","National currency",1406600000
"ISR","Israel",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2016","National currency",3118700000
"ISR","Israel",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2017","National currency",2121100000
"ISR","Israel",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2017","National currency",2088400000
"ISR","Israel",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2017","National currency",1923800000
"ISR","Israel",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2017","National currency",1890900000
"ISR","Israel",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2018","National currency",1547400000
"ISR","Israel",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2018","National currency",2041800000
"ISR","Israel",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2018","National currency",3159100000
"ISR","Israel",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2018","National currency",2879400000
"ISR","Israel",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2019","National currency",2.768e+09
"ISR","Israel",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2019","National currency",4207400000
"LVA","Latvia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2015","National currency",3e+06
"LVA","Latvia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2015","National currency",-4.8e+07
"LVA","Latvia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2015","National currency",-8.2e+07
"LVA","Latvia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2015","National currency",1.9e+07
"LVA","Latvia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2016","National currency",2.06e+08
"LVA","Latvia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2016","National currency",3.4e+07
"LVA","Latvia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2016","National currency",1.71e+08
"LVA","Latvia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2016","National currency",-2e+07
"LVA","Latvia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2017","National currency",2.04e+08
"LVA","Latvia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2017","National currency",-2.4e+07
"LVA","Latvia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2017","National currency",-1.18e+08
"LVA","Latvia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2017","National currency",1.77e+08
"LVA","Latvia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2018","National currency",2e+08
"LVA","Latvia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2018","National currency",1.3e+08
"LVA","Latvia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2018","National currency",-3.28e+08
"LVA","Latvia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2018","National currency",-1.67e+08
"LVA","Latvia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2019","National currency",2.47e+08
"LVA","Latvia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2019","National currency",-7.5e+07
"LVA","Latvia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2019","National currency",-1.5e+08
"LTU","Lithuania",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2015","National currency",-242620000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2015","National currency",-446990000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2015","National currency",-158920000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2015","National currency",-75150000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2016","National currency",-65020000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2016","National currency",-250380000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2016","National currency",-84720000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2016","National currency",-46990000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2017","National currency",5300000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2017","National currency",-44400000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2017","National currency",64810000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2017","National currency",165940000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2018","National currency",56540000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2018","National currency",-77360000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2018","National currency",41370000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2018","National currency",102160000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2019","National currency",652190000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2019","National currency",118680000
"RUS","Russia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2015","National currency",29807390000
"RUS","Russia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2015","National currency",16330120000
"RUS","Russia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2015","National currency",7451360000
"RUS","Russia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2015","National currency",14188400000
"RUS","Russia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2016","National currency",12534930000
"RUS","Russia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2016","National currency",1781040000
"RUS","Russia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2016","National currency",128510000
"RUS","Russia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2016","National currency",10024290000
"RUS","Russia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2017","National currency",21141650000
"RUS","Russia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2017","National currency",1571200000
"RUS","Russia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2017","National currency",-3323730000
"RUS","Russia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2017","National currency",13040440000
"RUS","Russia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2018","National currency",29841550000
"RUS","Russia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2018","National currency",17868800000
"RUS","Russia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2018","National currency",27370990000
"RUS","Russia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2018","National currency",38373750000
"RUS","Russia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2019","National currency",33729511600
"RUS","Russia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2019","National currency",10551789560
"SVN","Slovenia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2015","National currency",355739917
"SVN","Slovenia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2015","National currency",298368989
"SVN","Slovenia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2015","National currency",364305390
"SVN","Slovenia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2015","National currency",463985704
"SVN","Slovenia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2016","National currency",632093404
"SVN","Slovenia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2016","National currency",426758025
"SVN","Slovenia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2016","National currency",415294380
"SVN","Slovenia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2016","National currency",467854191
"SVN","Slovenia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2017","National currency",512016004
"SVN","Slovenia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2017","National currency",648389866
"SVN","Slovenia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2017","National currency",707119781
"SVN","Slovenia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2017","National currency",767174348
"SVN","Slovenia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2018","National currency",721350688
"SVN","Slovenia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2018","National currency",658736816
"SVN","Slovenia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2018","National currency",586561305
"SVN","Slovenia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2018","National currency",626651191
"SVN","Slovenia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2019","National currency",647051317
"SVN","Slovenia",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2019","National currency",645549173
"ZAF","South Africa",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2015","National currency",-4.7556e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2015","National currency",-2.3597e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2015","National currency",-6.2738e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2015","National currency",-5.3115e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2016","National currency",-6.2544e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2016","National currency",-1.0532e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2016","National currency",-4.6477e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2016","National currency",-5.548e+09
"ZAF","South Africa",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2017","National currency",-3.7459e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2017","National currency",-2.2102e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2017","National currency",-4.3481e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2017","National currency",-1.5192e+10
