"LOCATION","Country","VAR","Variable","EDI","Edition","Frequency","Time","Unit","Value"
"JPN","Japan",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q3-2018","National currency",4288747177000
"JPN","Japan",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q4-2018","National currency",4212180722000
"KOR","Korea",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q1-2015","National currency",28744800000
"KOR","Korea",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q2-2015","National currency",24632400000
"KOR","Korea",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q3-2015","National currency",26401100000
"KOR","Korea",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q4-2015","National currency",25339600000
"KOR","Korea",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q1-2016","National currency",30475400000
"KOR","Korea",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q2-2016","National currency",26036100000
"KOR","Korea",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q3-2016","National currency",20842100000
"KOR","Korea",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q4-2016","National currency",20569800000
"KOR","Korea",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q1-2017","National currency",2.0101e+10
"KOR","Korea",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q2-2017","National currency",14101800000
"KOR","Korea",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q3-2017","National currency",22346900000
"KOR","Korea",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q4-2017","National currency",18681100000
"KOR","Korea",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q1-2018","National currency",15803100000
"KOR","Korea",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q2-2018","National currency",17570300000
"KOR","Korea",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q3-2018","National currency",25185900000
"KOR","Korea",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q4-2018","National currency",17731700000
"LUX","Luxembourg",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q1-2015","National currency",7.54e+08
"LUX","Luxembourg",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q2-2015","National currency",-2.074e+09
"LUX","Luxembourg",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q3-2015","National currency",3.149e+09
"LUX","Luxembourg",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q4-2015","National currency",8.12e+08
"LUX","Luxembourg",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q1-2016","National currency",6.4e+08
"LUX","Luxembourg",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q2-2016","National currency",-1.96e+08
"LUX","Luxembourg",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q3-2016","National currency",2.661e+09
"LUX","Luxembourg",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q4-2016","National currency",-4.09e+08
"LUX","Luxembourg",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q1-2017","National currency",1.934e+09
"LUX","Luxembourg",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q2-2017","National currency",-5.45e+08
"LUX","Luxembourg",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q3-2017","National currency",6.39e+08
"LUX","Luxembourg",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q4-2017","National currency",7.28e+08
"LUX","Luxembourg",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q1-2018","National currency",2.369e+09
"LUX","Luxembourg",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q2-2018","National currency",-9.03e+08
"LUX","Luxembourg",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q3-2018","National currency",1.917e+09
"LUX","Luxembourg",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q4-2018","National currency",-5.6e+08
"MEX","Mexico",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q1-2015","National currency",-5935850092
"MEX","Mexico",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q2-2015","National currency",-8153178112
"MEX","Mexico",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q3-2015","National currency",-8724016556
"MEX","Mexico",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q4-2015","National currency",-7678855240
"MEX","Mexico",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q1-2016","National currency",-5274243821
"MEX","Mexico",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q2-2016","National currency",-7255174569
"MEX","Mexico",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q3-2016","National currency",-5424038779
"MEX","Mexico",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q4-2016","National currency",-6298842830
"MEX","Mexico",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q1-2017","National currency",-5432679864
"MEX","Mexico",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q2-2017","National currency",-2625480780
"MEX","Mexico",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q3-2017","National currency",-6029934119
"MEX","Mexico",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q4-2017","National currency",-5313005237
"MEX","Mexico",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q1-2018","National currency",-4361861276
"MEX","Mexico",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q2-2018","National currency",-4589225947
"MEX","Mexico",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q3-2018","National currency",-7954034109
"MEX","Mexico",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q4-2018","National currency",-5280878668
"NLD","Netherlands",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q1-2015","National currency",26383887748
"NLD","Netherlands",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q2-2015","National currency",-12623913440
"NLD","Netherlands",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q3-2015","National currency",14873874939
"NLD","Netherlands",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q4-2015","National currency",14787150753
"NLD","Netherlands",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q1-2016","National currency",12129949792
"NLD","Netherlands",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q2-2016","National currency",12526615199
"NLD","Netherlands",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q3-2016","National currency",13674339426
"NLD","Netherlands",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q4-2016","National currency",18773095583
"NLD","Netherlands",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q1-2017","National currency",18437810192
"NLD","Netherlands",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q2-2017","National currency",16622273288
"NLD","Netherlands",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q3-2017","National currency",20348773763
"NLD","Netherlands",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q4-2017","National currency",21828142757
"NLD","Netherlands",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q1-2018","National currency",18539179241
"NLD","Netherlands",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q2-2018","National currency",20043918493
"NLD","Netherlands",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q3-2018","National currency",21337362115
"NLD","Netherlands",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q4-2018","National currency",23738540151
"NZL","New Zealand",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q1-2015","National currency",-1.744e+09
"NZL","New Zealand",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q2-2015","National currency",-2.112e+09
"NZL","New Zealand",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q3-2015","National currency",-1.427e+09
"NZL","New Zealand",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q4-2015","National currency",-1.835e+09
"NZL","New Zealand",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q1-2016","National currency",-1.147e+09
"NZL","New Zealand",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q2-2016","National currency",-1.375e+09
"NZL","New Zealand",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q3-2016","National currency",-1.872e+09
"NZL","New Zealand",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q4-2016","National currency",-1.352e+09
"NZL","New Zealand",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q1-2017","National currency",-2.543e+09
"NZL","New Zealand",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q2-2017","National currency",-1.616e+09
"NZL","New Zealand",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q3-2017","National currency",-1.865e+09
"NZL","New Zealand",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q4-2017","National currency",-2.095e+09
"NZL","New Zealand",701,"Balance of Payments - current account balance",201904,"April 2019","Quarterly","Q1-2018","National currency",-3.146e+09
